instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
12058,2012-05-22,Summer,2012,5,14,0,Tue,1,Misty,0.64,0.6061,0.73,0.1045,73,149,222,Siang (12–16)
12059,2012-05-22,Summer,2012,5,15,0,Tue,1,Clear,0.7,0.6515,0.61,0.0896,54,191,245,Siang (12–16)
12060,2012-05-22,Summer,2012,5,16,0,Tue,1,Clear,0.68,0.6364,0.61,0.1045,70,316,386,Siang (12–16)
12061,2012-05-22,Summer,2012,5,17,0,Tue,1,Clear,0.72,0.6667,0.54,0.0,69,716,785,Sore (17–20)
12062,2012-05-22,Summer,2012,5,18,0,Tue,1,Clear,0.68,0.6364,0.61,0.1343,76,709,785,Sore (17–20)
12063,2012-05-22,Summer,2012,5,19,0,Tue,1,Clear,0.66,0.6212,0.69,0.2239,44,320,364,Sore (17–20)
12064,2012-05-22,Summer,2012,5,20,0,Tue,1,Clear,0.64,0.6061,0.73,0.2537,54,319,373,Sore (17–20)
12065,2012-05-22,Summer,2012,5,21,0,Tue,1,Clear,0.62,0.5909,0.78,0.1343,28,233,261,Malam (21–04)
12066,2012-05-22,Summer,2012,5,22,0,Tue,1,Clear,0.62,0.5909,0.73,0.0896,17,157,174,Malam (21–04)
12067,2012-05-22,Summer,2012,5,23,0,Tue,1,Clear,0.62,0.5909,0.73,0.1045,14,91,105,Malam (21–04)
12068,2012-05-23,Summer,2012,5,0,0,Wed,1,Clear,0.62,0.5909,0.78,0.1343,19,28,47,Malam (21–04)
12069,2012-05-23,Summer,2012,5,1,0,Wed,1,Clear,0.6,0.5606,0.83,0.1642,23,9,32,Malam (21–04)
12070,2012-05-23,Summer,2012,5,2,0,Wed,1,Misty,0.6,0.5606,0.83,0.1642,2,10,12,Malam (21–04)
12071,2012-05-23,Summer,2012,5,3,0,Wed,1,Clear,0.6,0.5758,0.78,0.1045,0,5,5,Malam (21–04)
12072,2012-05-23,Summer,2012,5,4,0,Wed,1,Light Snow/Rain,0.58,0.5455,0.83,0.194,0,3,3,Malam (21–04)
12073,2012-05-23,Summer,2012,5,5,0,Wed,1,Light Snow/Rain,0.56,0.5303,0.88,0.2537,6,29,35,Pagi (05–11)
12074,2012-05-23,Summer,2012,5,6,0,Wed,1,Clear,0.56,0.5303,0.88,0.1045,6,154,160,Pagi (05–11)
12075,2012-05-23,Summer,2012,5,7,0,Wed,1,Clear,0.58,0.5455,0.83,0.0,16,452,468,Pagi (05–11)
12076,2012-05-23,Summer,2012,5,8,0,Wed,1,Clear,0.58,0.5455,0.83,0.0,38,681,719,Pagi (05–11)
12077,2012-05-23,Summer,2012,5,9,0,Wed,1,Misty,0.62,0.5909,0.78,0.0,39,258,297,Pagi (05–11)
12078,2012-05-23,Summer,2012,5,10,0,Wed,1,Clear,0.62,0.5909,0.78,0.0896,52,139,191,Pagi (05–11)
12079,2012-05-23,Summer,2012,5,11,0,Wed,1,Clear,0.64,0.6061,0.73,0.0,46,151,197,Pagi (05–11)
12080,2012-05-23,Summer,2012,5,12,0,Wed,1,Misty,0.66,0.6212,0.69,0.0896,42,206,248,Siang (12–16)
12081,2012-05-23,Summer,2012,5,13,0,Wed,1,Misty,0.66,0.6212,0.74,0.1642,69,201,270,Siang (12–16)
12082,2012-05-23,Summer,2012,5,14,0,Wed,1,Clear,0.68,0.6364,0.65,0.1343,67,181,248,Siang (12–16)
12083,2012-05-23,Summer,2012,5,15,0,Wed,1,Misty,0.7,0.6515,0.61,0.0,65,192,257,Siang (12–16)
12084,2012-05-23,Summer,2012,5,16,0,Wed,1,Light Snow/Rain,0.7,0.6515,0.61,0.0896,62,216,278,Siang (12–16)
12085,2012-05-23,Summer,2012,5,17,0,Wed,1,Light Snow/Rain,0.64,0.6061,0.69,0.1045,45,240,285,Sore (17–20)
12086,2012-05-23,Summer,2012,5,18,0,Wed,1,Light Snow/Rain,0.64,0.6061,0.69,0.1045,31,296,327,Sore (17–20)
12087,2012-05-23,Summer,2012,5,19,0,Wed,1,Misty,0.62,0.5758,0.83,0.1642,40,336,376,Sore (17–20)
12088,2012-05-23,Summer,2012,5,20,0,Wed,1,Misty,0.62,0.5758,0.83,0.0896,28,267,295,Sore (17–20)
12089,2012-05-23,Summer,2012,5,21,0,Wed,1,Misty,0.62,0.5758,0.83,0.0,24,221,245,Malam (21–04)
12090,2012-05-23,Summer,2012,5,22,0,Wed,1,Misty,0.62,0.5758,0.83,0.1642,23,136,159,Malam (21–04)
12091,2012-05-23,Summer,2012,5,23,0,Wed,1,Clear,0.6,0.5606,0.83,0.1343,23,83,106,Malam (21–04)
12092,2012-05-24,Summer,2012,5,0,0,Thu,1,Clear,0.6,0.5606,0.83,0.0896,7,49,56,Malam (21–04)
12093,2012-05-24,Summer,2012,5,1,0,Thu,1,Clear,0.6,0.5455,0.88,0.0896,9,21,30,Malam (21–04)
12094,2012-05-24,Summer,2012,5,2,0,Thu,1,Clear,0.6,0.5455,0.88,0.0,1,15,16,Malam (21–04)
12095,2012-05-24,Summer,2012,5,3,0,Thu,1,Misty,0.6,0.5455,0.88,0.1045,1,3,4,Malam (21–04)
12096,2012-05-24,Summer,2012,5,4,0,Thu,1,Misty,0.6,0.5455,0.88,0.1642,0,5,5,Malam (21–04)
12097,2012-05-24,Summer,2012,5,5,0,Thu,1,Misty,0.6,0.5455,0.88,0.1642,1,29,30,Pagi (05–11)
12098,2012-05-24,Summer,2012,5,6,0,Thu,1,Misty,0.6,0.5455,0.88,0.1642,10,146,156,Pagi (05–11)
12099,2012-05-24,Summer,2012,5,7,0,Thu,1,Clear,0.6,0.5606,0.83,0.1045,22,393,415,Pagi (05–11)
12100,2012-05-24,Summer,2012,5,8,0,Thu,1,Clear,0.62,0.5909,0.73,0.1343,33,659,692,Pagi (05–11)
12101,2012-05-24,Summer,2012,5,9,0,Thu,1,Clear,0.62,0.5909,0.73,0.1642,34,267,301,Pagi (05–11)
12102,2012-05-24,Summer,2012,5,10,0,Thu,1,Clear,0.64,0.6061,0.65,0.1343,47,138,185,Pagi (05–11)
12103,2012-05-24,Summer,2012,5,11,0,Thu,1,Clear,0.66,0.6212,0.65,0.1343,61,160,221,Pagi (05–11)
12104,2012-05-24,Summer,2012,5,12,0,Thu,1,Clear,0.7,0.6515,0.58,0.1045,76,213,289,Siang (12–16)
12105,2012-05-24,Summer,2012,5,13,0,Thu,1,Clear,0.72,0.6667,0.54,0.1642,69,233,302,Siang (12–16)
12106,2012-05-24,Summer,2012,5,14,0,Thu,1,Clear,0.74,0.6818,0.55,0.2239,72,180,252,Siang (12–16)
12107,2012-05-24,Summer,2012,5,15,0,Thu,1,Clear,0.74,0.6818,0.55,0.2537,69,222,291,Siang (12–16)
12108,2012-05-24,Summer,2012,5,16,0,Thu,1,Clear,0.74,0.6818,0.55,0.3582,61,329,390,Siang (12–16)
12109,2012-05-24,Summer,2012,5,17,0,Thu,1,Clear,0.74,0.6818,0.55,0.2836,120,678,798,Sore (17–20)
12110,2012-05-24,Summer,2012,5,18,0,Thu,1,Clear,0.72,0.6667,0.54,0.3284,118,634,752,Sore (17–20)
12111,2012-05-24,Summer,2012,5,19,0,Thu,1,Clear,0.7,0.6515,0.61,0.2985,76,416,492,Sore (17–20)
12112,2012-05-24,Summer,2012,5,20,0,Thu,1,Misty,0.66,0.6212,0.69,0.2836,55,343,398,Sore (17–20)
12113,2012-05-24,Summer,2012,5,21,0,Thu,1,Light Snow/Rain,0.64,0.5909,0.78,0.1642,48,237,285,Malam (21–04)
12114,2012-05-24,Summer,2012,5,22,0,Thu,1,Misty,0.64,0.5909,0.78,0.1045,33,210,243,Malam (21–04)
12115,2012-05-24,Summer,2012,5,23,0,Thu,1,Misty,0.64,0.5909,0.78,0.1343,36,131,167,Malam (21–04)
12116,2012-05-25,Summer,2012,5,0,0,Fri,1,Clear,0.62,0.5758,0.83,0.1343,10,63,73,Malam (21–04)
12117,2012-05-25,Summer,2012,5,1,0,Fri,1,Clear,0.62,0.5758,0.83,0.0896,8,34,42,Malam (21–04)
12118,2012-05-25,Summer,2012,5,2,0,Fri,1,Misty,0.62,0.5758,0.83,0.0,7,16,23,Malam (21–04)
12119,2012-05-25,Summer,2012,5,3,0,Fri,1,Misty,0.62,0.5606,0.88,0.1045,8,6,14,Malam (21–04)
12120,2012-05-25,Summer,2012,5,4,0,Fri,1,Misty,0.62,0.5606,0.88,0.0,3,6,9,Malam (21–04)
12121,2012-05-25,Summer,2012,5,5,0,Fri,1,Misty,0.62,0.5606,0.88,0.0896,2,28,30,Pagi (05–11)
12122,2012-05-25,Summer,2012,5,6,0,Fri,1,Misty,0.62,0.5606,0.88,0.1045,5,108,113,Pagi (05–11)
12123,2012-05-25,Summer,2012,5,7,0,Fri,1,Misty,0.62,0.5606,0.88,0.1642,7,352,359,Pagi (05–11)
12124,2012-05-25,Summer,2012,5,8,0,Fri,1,Misty,0.64,0.5758,0.89,0.1045,32,551,583,Pagi (05–11)
12125,2012-05-25,Summer,2012,5,9,0,Fri,1,Misty,0.64,0.5758,0.89,0.1343,52,288,340,Pagi (05–11)
12126,2012-05-25,Summer,2012,5,10,0,Fri,1,Clear,0.68,0.6364,0.79,0.1642,69,163,232,Pagi (05–11)
12127,2012-05-25,Summer,2012,5,11,0,Fri,1,Clear,0.68,0.6364,0.79,0.1343,90,193,283,Pagi (05–11)
12128,2012-05-25,Summer,2012,5,12,0,Fri,1,Clear,0.72,0.6818,0.66,0.1045,84,237,321,Siang (12–16)
12129,2012-05-25,Summer,2012,5,13,0,Fri,1,Clear,0.74,0.6818,0.62,0.1343,86,247,333,Siang (12–16)
12130,2012-05-25,Summer,2012,5,14,0,Fri,1,Clear,0.74,0.6818,0.58,0.1343,104,263,367,Siang (12–16)
12131,2012-05-25,Summer,2012,5,15,0,Fri,1,Clear,0.76,0.7121,0.62,0.194,106,360,466,Siang (12–16)
12132,2012-05-25,Summer,2012,5,16,0,Fri,1,Clear,0.78,0.7121,0.52,0.2239,137,447,584,Siang (12–16)
12133,2012-05-25,Summer,2012,5,17,0,Fri,1,Clear,0.76,0.7121,0.62,0.2836,124,529,653,Sore (17–20)
12134,2012-05-25,Summer,2012,5,18,0,Fri,1,Clear,0.76,0.7121,0.62,0.194,131,391,522,Sore (17–20)
12135,2012-05-25,Summer,2012,5,19,0,Fri,1,Clear,0.74,0.6818,0.62,0.2537,111,293,404,Sore (17–20)
12136,2012-05-25,Summer,2012,5,20,0,Fri,1,Clear,0.7,0.6515,0.65,0.1642,80,270,350,Sore (17–20)
12137,2012-05-25,Summer,2012,5,21,0,Fri,1,Clear,0.7,0.6515,0.65,0.1343,62,193,255,Malam (21–04)
12138,2012-05-25,Summer,2012,5,22,0,Fri,1,Clear,0.66,0.6212,0.74,0.1045,65,147,212,Malam (21–04)
12139,2012-05-25,Summer,2012,5,23,0,Fri,1,Clear,0.66,0.6061,0.78,0.2239,34,132,166,Malam (21–04)
12140,2012-05-26,Summer,2012,5,0,0,Sat,0,Clear,0.64,0.5758,0.83,0.1642,18,98,116,Malam (21–04)
12141,2012-05-26,Summer,2012,5,1,0,Sat,0,Clear,0.64,0.5758,0.83,0.1343,18,64,82,Malam (21–04)
12142,2012-05-26,Summer,2012,5,2,0,Sat,0,Clear,0.64,0.5758,0.89,0.1343,9,55,64,Malam (21–04)
12143,2012-05-26,Summer,2012,5,3,0,Sat,0,Clear,0.62,0.5606,0.88,0.1045,9,22,31,Malam (21–04)
12144,2012-05-26,Summer,2012,5,4,0,Sat,0,Clear,0.62,0.5606,0.88,0.1343,0,2,2,Malam (21–04)
12145,2012-05-26,Summer,2012,5,5,0,Sat,0,Clear,0.62,0.5758,0.83,0.2537,0,10,10,Pagi (05–11)
12146,2012-05-26,Summer,2012,5,6,0,Sat,0,Clear,0.62,0.5606,0.88,0.194,6,25,31,Pagi (05–11)
12147,2012-05-26,Summer,2012,5,7,0,Sat,0,Misty,0.62,0.5606,0.88,0.1642,10,44,54,Pagi (05–11)
12148,2012-05-26,Summer,2012,5,8,0,Sat,0,Clear,0.64,0.5909,0.78,0.1343,38,103,141,Pagi (05–11)
12149,2012-05-26,Summer,2012,5,9,0,Sat,0,Clear,0.64,0.5758,0.83,0.194,97,192,289,Pagi (05–11)
12150,2012-05-26,Summer,2012,5,10,0,Sat,0,Clear,0.68,0.6364,0.79,0.2239,181,256,437,Pagi (05–11)
12151,2012-05-26,Summer,2012,5,11,0,Sat,0,Clear,0.7,0.6667,0.74,0.194,208,312,520,Pagi (05–11)
12152,2012-05-26,Summer,2012,5,12,0,Sat,0,Clear,0.74,0.697,0.66,0.2239,236,293,529,Siang (12–16)
12153,2012-05-26,Summer,2012,5,13,0,Sat,0,Clear,0.76,0.7273,0.66,0.194,265,274,539,Siang (12–16)
12154,2012-05-26,Summer,2012,5,14,0,Sat,0,Clear,0.76,0.7273,0.66,0.2239,307,257,564,Siang (12–16)
12155,2012-05-26,Summer,2012,5,15,0,Sat,0,Clear,0.76,0.7273,0.66,0.2836,274,239,513,Siang (12–16)
12156,2012-05-26,Summer,2012,5,16,0,Sat,0,Clear,0.78,0.7273,0.55,0.2537,261,243,504,Siang (12–16)
12157,2012-05-26,Summer,2012,5,17,0,Sat,0,Misty,0.78,0.7121,0.52,0.2537,235,227,462,Sore (17–20)
12158,2012-05-26,Summer,2012,5,18,0,Sat,0,Misty,0.76,0.697,0.52,0.194,199,216,415,Sore (17–20)
12159,2012-05-26,Summer,2012,5,19,0,Sat,0,Misty,0.74,0.697,0.66,0.2239,159,214,373,Sore (17–20)
12160,2012-05-26,Summer,2012,5,20,0,Sat,0,Misty,0.74,0.6818,0.55,0.194,103,152,255,Sore (17–20)
12161,2012-05-26,Summer,2012,5,21,0,Sat,0,Misty,0.72,0.6818,0.62,0.194,100,151,251,Malam (21–04)
12162,2012-05-26,Summer,2012,5,22,0,Sat,0,Clear,0.7,0.6667,0.74,0.2537,86,118,204,Malam (21–04)
12163,2012-05-26,Summer,2012,5,23,0,Sat,0,Clear,0.7,0.6667,0.74,0.2537,36,114,150,Malam (21–04)
12164,2012-05-27,Summer,2012,5,0,0,Sun,0,Misty,0.68,0.6364,0.69,0.1642,48,89,137,Malam (21–04)
12165,2012-05-27,Summer,2012,5,1,0,Sun,0,Clear,0.66,0.6212,0.74,0.2239,17,61,78,Malam (21–04)
12166,2012-05-27,Summer,2012,5,2,0,Sun,0,Clear,0.64,0.6061,0.73,0.2239,16,45,61,Malam (21–04)
12167,2012-05-27,Summer,2012,5,3,0,Sun,0,Clear,0.64,0.6061,0.73,0.1642,11,25,36,Malam (21–04)
12168,2012-05-27,Summer,2012,5,4,0,Sun,0,Clear,0.62,0.5758,0.83,0.194,4,7,11,Malam (21–04)
12169,2012-05-27,Summer,2012,5,5,0,Sun,0,Clear,0.62,0.5758,0.83,0.194,2,5,7,Pagi (05–11)
12170,2012-05-27,Summer,2012,5,6,0,Sun,0,Clear,0.62,0.5758,0.83,0.1642,8,14,22,Pagi (05–11)
12171,2012-05-27,Summer,2012,5,7,0,Sun,0,Clear,0.62,0.5606,0.88,0.1642,22,30,52,Pagi (05–11)
12172,2012-05-27,Summer,2012,5,8,0,Sun,0,Clear,0.64,0.5758,0.83,0.194,69,82,151,Pagi (05–11)
12173,2012-05-27,Summer,2012,5,9,0,Sun,0,Clear,0.66,0.6061,0.83,0.2239,130,140,270,Pagi (05–11)
12174,2012-05-27,Summer,2012,5,10,0,Sun,0,Clear,0.68,0.6364,0.74,0.2537,209,215,424,Pagi (05–11)
12175,2012-05-27,Summer,2012,5,11,0,Sun,0,Clear,0.72,0.6818,0.66,0.2239,268,251,519,Pagi (05–11)
12176,2012-05-27,Summer,2012,5,12,0,Sun,0,Clear,0.74,0.697,0.66,0.2537,301,269,570,Siang (12–16)
12177,2012-05-27,Summer,2012,5,13,0,Sun,0,Clear,0.76,0.7121,0.58,0.194,270,228,498,Siang (12–16)
12178,2012-05-27,Summer,2012,5,14,0,Sun,0,Clear,0.76,0.7121,0.58,0.2537,317,230,547,Siang (12–16)
12179,2012-05-27,Summer,2012,5,15,0,Sun,0,Clear,0.78,0.7121,0.52,0.2836,290,245,535,Siang (12–16)
12180,2012-05-27,Summer,2012,5,16,0,Sun,0,Clear,0.78,0.7121,0.52,0.2836,258,243,501,Siang (12–16)
12181,2012-05-27,Summer,2012,5,17,0,Sun,0,Clear,0.78,0.7121,0.49,0.2985,275,247,522,Sore (17–20)
12182,2012-05-27,Summer,2012,5,18,0,Sun,0,Clear,0.76,0.7121,0.58,0.2985,266,252,518,Sore (17–20)
12183,2012-05-27,Summer,2012,5,19,0,Sun,0,Clear,0.76,0.7121,0.58,0.194,230,212,442,Sore (17–20)
12184,2012-05-27,Summer,2012,5,20,0,Sun,0,Clear,0.74,0.6818,0.55,0.1642,168,224,392,Sore (17–20)
12185,2012-05-27,Summer,2012,5,21,0,Sun,0,Light Snow/Rain,0.66,0.6212,0.69,0.4179,64,79,143,Malam (21–04)
12186,2012-05-27,Summer,2012,5,22,0,Sun,0,Light Snow/Rain,0.62,0.5758,0.83,0.0,9,50,59,Malam (21–04)
12187,2012-05-27,Summer,2012,5,23,0,Sun,0,Light Snow/Rain,0.62,0.5758,0.83,0.1343,31,65,96,Malam (21–04)
12188,2012-05-28,Summer,2012,5,0,1,Mon,0,Clear,0.62,0.5758,0.83,0.2239,21,44,65,Malam (21–04)
12189,2012-05-28,Summer,2012,5,1,1,Mon,0,Misty,0.62,0.5909,0.78,0.2985,14,45,59,Malam (21–04)
12190,2012-05-28,Summer,2012,5,2,1,Mon,0,Clear,0.6,0.5606,0.83,0.2239,20,28,48,Malam (21–04)
12191,2012-05-28,Summer,2012,5,3,1,Mon,0,Clear,0.62,0.5909,0.73,0.1642,6,12,18,Malam (21–04)
12192,2012-05-28,Summer,2012,5,4,1,Mon,0,Clear,0.6,0.5758,0.78,0.1343,2,4,6,Malam (21–04)
12193,2012-05-28,Summer,2012,5,5,1,Mon,0,Clear,0.6,0.5758,0.78,0.1343,4,5,9,Pagi (05–11)
12194,2012-05-28,Summer,2012,5,6,1,Mon,0,Clear,0.62,0.5909,0.73,0.1642,6,14,20,Pagi (05–11)
12195,2012-05-28,Summer,2012,5,7,1,Mon,0,Clear,0.62,0.5909,0.78,0.1045,24,43,67,Pagi (05–11)
12196,2012-05-28,Summer,2012,5,8,1,Mon,0,Clear,0.66,0.6212,0.69,0.0,62,93,155,Pagi (05–11)
12197,2012-05-28,Summer,2012,5,9,1,Mon,0,Clear,0.7,0.6515,0.61,0.0,121,142,263,Pagi (05–11)
12198,2012-05-28,Summer,2012,5,10,1,Mon,0,Clear,0.7,0.6515,0.61,0.0,189,175,364,Pagi (05–11)
12199,2012-05-28,Summer,2012,5,11,1,Mon,0,Clear,0.72,0.6818,0.66,0.1343,254,222,476,Pagi (05–11)
12200,2012-05-28,Summer,2012,5,12,1,Mon,0,Clear,0.76,0.7121,0.62,0.1343,233,292,525,Siang (12–16)
12201,2012-05-28,Summer,2012,5,13,1,Mon,0,Clear,0.8,0.7879,0.63,0.2836,272,284,556,Siang (12–16)
12202,2012-05-28,Summer,2012,5,14,1,Mon,0,Clear,0.8,0.7879,0.63,0.2836,238,227,465,Siang (12–16)
12203,2012-05-28,Summer,2012,5,15,1,Mon,0,Clear,0.82,0.7879,0.56,0.2985,181,279,460,Siang (12–16)
12204,2012-05-28,Summer,2012,5,16,1,Mon,0,Clear,0.82,0.7879,0.56,0.3284,223,278,501,Siang (12–16)
12205,2012-05-28,Summer,2012,5,17,1,Mon,0,Clear,0.82,0.7879,0.56,0.2985,158,247,405,Sore (17–20)
12206,2012-05-28,Summer,2012,5,18,1,Mon,0,Clear,0.8,0.7727,0.59,0.2985,132,251,383,Sore (17–20)
12207,2012-05-28,Summer,2012,5,19,1,Mon,0,Clear,0.8,0.7576,0.55,0.2985,148,247,395,Sore (17–20)
12208,2012-05-28,Summer,2012,5,20,1,Mon,0,Clear,0.78,0.7424,0.62,0.2985,114,203,317,Sore (17–20)
12209,2012-05-28,Summer,2012,5,21,1,Mon,0,Clear,0.76,0.7273,0.66,0.2836,66,181,247,Malam (21–04)
12210,2012-05-28,Summer,2012,5,22,1,Mon,0,Clear,0.74,0.697,0.7,0.1642,47,110,157,Malam (21–04)
12211,2012-05-28,Summer,2012,5,23,1,Mon,0,Clear,0.72,0.697,0.74,0.1642,22,60,82,Malam (21–04)
12212,2012-05-29,Summer,2012,5,0,0,Tue,1,Clear,0.7,0.6667,0.79,0.194,12,33,45,Malam (21–04)
12213,2012-05-29,Summer,2012,5,1,0,Tue,1,Clear,0.7,0.6667,0.79,0.194,1,13,14,Malam (21–04)
12214,2012-05-29,Summer,2012,5,2,0,Tue,1,Clear,0.68,0.6364,0.83,0.1343,0,8,8,Malam (21–04)
12215,2012-05-29,Summer,2012,5,3,0,Tue,1,Clear,0.68,0.6364,0.79,0.2836,1,2,3,Malam (21–04)
12216,2012-05-29,Summer,2012,5,4,0,Tue,1,Clear,0.66,0.6061,0.78,0.2239,0,5,5,Malam (21–04)
12217,2012-05-29,Summer,2012,5,5,0,Tue,1,Clear,0.66,0.6061,0.78,0.2239,1,32,33,Pagi (05–11)
12218,2012-05-29,Summer,2012,5,6,0,Tue,1,Clear,0.66,0.6061,0.78,0.2239,9,145,154,Pagi (05–11)
12219,2012-05-29,Summer,2012,5,7,0,Tue,1,Clear,0.66,0.6061,0.78,0.2239,19,431,450,Pagi (05–11)
12220,2012-05-29,Summer,2012,5,8,0,Tue,1,Clear,0.7,0.6667,0.74,0.194,46,588,634,Pagi (05–11)
12221,2012-05-29,Summer,2012,5,9,0,Tue,1,Clear,0.72,0.6818,0.7,0.2537,26,231,257,Pagi (05–11)
12222,2012-05-29,Summer,2012,5,10,0,Tue,1,Clear,0.74,0.697,0.7,0.2985,67,116,183,Pagi (05–11)
12223,2012-05-29,Summer,2012,5,11,0,Tue,1,Clear,0.76,0.7121,0.62,0.2985,50,147,197,Pagi (05–11)
12224,2012-05-29,Summer,2012,5,12,0,Tue,1,Clear,0.8,0.7576,0.55,0.3284,56,181,237,Siang (12–16)
12225,2012-05-29,Summer,2012,5,13,0,Tue,1,Clear,0.82,0.7727,0.52,0.3881,63,176,239,Siang (12–16)
12226,2012-05-29,Summer,2012,5,14,0,Tue,1,Clear,0.82,0.7727,0.52,0.4179,80,158,238,Siang (12–16)
12227,2012-05-29,Summer,2012,5,15,0,Tue,1,Clear,0.82,0.7727,0.49,0.3881,71,185,256,Siang (12–16)
12228,2012-05-29,Summer,2012,5,16,0,Tue,1,Clear,0.82,0.7727,0.49,0.4925,73,320,393,Siang (12–16)
12229,2012-05-29,Summer,2012,5,17,0,Tue,1,Clear,0.82,0.7576,0.46,0.4179,107,674,781,Sore (17–20)
12230,2012-05-29,Summer,2012,5,18,0,Tue,1,Clear,0.8,0.7424,0.49,0.4925,78,632,710,Sore (17–20)
12231,2012-05-29,Summer,2012,5,19,0,Tue,1,Clear,0.78,0.7121,0.52,0.3582,69,457,526,Sore (17–20)
12232,2012-05-29,Summer,2012,5,20,0,Tue,1,Light Snow/Rain,0.7,0.6515,0.61,0.5224,36,168,204,Sore (17–20)
12233,2012-05-29,Summer,2012,5,21,0,Tue,1,Light Snow/Rain,0.6,0.5455,0.88,0.4478,3,68,71,Malam (21–04)
12234,2012-05-29,Summer,2012,5,22,0,Tue,1,Misty,0.62,0.5606,0.88,0.0896,2,53,55,Malam (21–04)
12235,2012-05-29,Summer,2012,5,23,0,Tue,1,Light Snow/Rain,0.62,0.5455,0.94,0.0,10,40,50,Malam (21–04)
12236,2012-05-30,Summer,2012,5,0,0,Wed,1,Light Snow/Rain,0.64,0.5758,0.89,0.1045,4,32,36,Malam (21–04)
12237,2012-05-30,Summer,2012,5,1,0,Wed,1,Light Snow/Rain,0.64,0.5758,0.89,0.194,0,4,4,Malam (21–04)
12238,2012-05-30,Summer,2012,5,2,0,Wed,1,Light Snow/Rain,0.62,0.5455,0.94,0.0896,1,4,5,Malam (21–04)
12239,2012-05-30,Summer,2012,5,3,0,Wed,1,Light Snow/Rain,0.62,0.5606,0.88,0.1343,0,5,5,Malam (21–04)
12240,2012-05-30,Summer,2012,5,4,0,Wed,1,Misty,0.62,0.5606,0.88,0.1343,0,6,6,Malam (21–04)
12241,2012-05-30,Summer,2012,5,5,0,Wed,1,Misty,0.62,0.5909,0.78,0.1343,1,40,41,Pagi (05–11)
12242,2012-05-30,Summer,2012,5,6,0,Wed,1,Misty,0.6,0.5758,0.78,0.1045,5,139,144,Pagi (05–11)
12243,2012-05-30,Summer,2012,5,7,0,Wed,1,Light Snow/Rain,0.6,0.5758,0.78,0.194,14,469,483,Pagi (05–11)
12244,2012-05-30,Summer,2012,5,8,0,Wed,1,Misty,0.6,0.5909,0.73,0.1642,29,642,671,Pagi (05–11)
12245,2012-05-30,Summer,2012,5,9,0,Wed,1,Misty,0.62,0.6061,0.69,0.194,23,282,305,Pagi (05–11)
12246,2012-05-30,Summer,2012,5,10,0,Wed,1,Misty,0.62,0.6061,0.69,0.2836,39,138,177,Pagi (05–11)
12247,2012-05-30,Summer,2012,5,11,0,Wed,1,Misty,0.66,0.6212,0.65,0.194,53,155,208,Pagi (05–11)
12248,2012-05-30,Summer,2012,5,12,0,Wed,1,Clear,0.7,0.6515,0.54,0.0,33,220,253,Siang (12–16)
12249,2012-05-30,Summer,2012,5,13,0,Wed,1,Clear,0.7,0.6515,0.51,0.0,53,236,289,Siang (12–16)
12250,2012-05-30,Summer,2012,5,14,0,Wed,1,Clear,0.72,0.6515,0.42,0.1343,44,208,252,Siang (12–16)
12251,2012-05-30,Summer,2012,5,15,0,Wed,1,Clear,0.72,0.6667,0.51,0.1343,54,221,275,Siang (12–16)
12252,2012-05-30,Summer,2012,5,16,0,Wed,1,Clear,0.72,0.6667,0.51,0.1642,46,352,398,Siang (12–16)
12253,2012-05-30,Summer,2012,5,17,0,Wed,1,Clear,0.74,0.6667,0.48,0.0896,83,756,839,Sore (17–20)
12254,2012-05-30,Summer,2012,5,18,0,Wed,1,Clear,0.74,0.6667,0.48,0.1642,50,746,796,Sore (17–20)
12255,2012-05-30,Summer,2012,5,19,0,Wed,1,Clear,0.72,0.6667,0.54,0.1642,50,506,556,Sore (17–20)
12256,2012-05-30,Summer,2012,5,20,0,Wed,1,Misty,0.54,0.5152,0.6,0.1343,57,374,431,Sore (17–20)
12257,2012-05-30,Summer,2012,5,21,0,Wed,1,Clear,0.68,0.6364,0.57,0.1045,41,263,304,Malam (21–04)
12258,2012-05-30,Summer,2012,5,22,0,Wed,1,Clear,0.66,0.6212,0.69,0.1045,26,191,217,Malam (21–04)
12259,2012-05-30,Summer,2012,5,23,0,Wed,1,Clear,0.66,0.6212,0.65,0.1045,39,121,160,Malam (21–04)
12260,2012-05-31,Summer,2012,5,0,0,Thu,1,Clear,0.64,0.6061,0.69,0.1343,13,48,61,Malam (21–04)
12261,2012-05-31,Summer,2012,5,1,0,Thu,1,Clear,0.64,0.6061,0.69,0.0896,4,22,26,Malam (21–04)
12262,2012-05-31,Summer,2012,5,2,0,Thu,1,Clear,0.64,0.6061,0.65,0.0896,6,8,14,Malam (21–04)
12263,2012-05-31,Summer,2012,5,3,0,Thu,1,Clear,0.62,0.6061,0.69,0.0896,0,8,8,Malam (21–04)
12264,2012-05-31,Summer,2012,5,4,0,Thu,1,Clear,0.62,0.6061,0.69,0.0,0,8,8,Malam (21–04)
12265,2012-05-31,Summer,2012,5,5,0,Thu,1,Clear,0.62,0.6061,0.69,0.2537,1,32,33,Pagi (05–11)
12266,2012-05-31,Summer,2012,5,6,0,Thu,1,Clear,0.6,0.5909,0.73,0.2239,7,171,178,Pagi (05–11)
